Time,tp
2004-07-01 06:00:00,0.015120745
2004-08-01 06:00:00,0.03690128
2004-09-01 06:00:00,0.03433361
2004-10-01 06:00:00,0.035021402
2004-11-01 06:00:00,0.051298715
2004-12-01 06:00:00,0.045231443
2005-01-01 06:00:00,0.009962138
2005-02-01 06:00:00,0.013690136
2005-03-01 06:00:00,0.049141694
2005-04-01 06:00:00,0.05168457
2005-05-01 06:00:00,0.06970711
2005-06-01 06:00:00,0.0323534
2005-07-01 06:00:00,0.020455837
2005-08-01 06:00:00,0.03440704
2005-09-01 06:00:00,0.030652236
2005-10-01 06:00:00,0.04399796
2005-11-01 06:00:00,0.059395604
2005-12-01 06:00:00,0.026346676
2006-01-01 06:00:00,0.03300657
2006-02-01 06:00:00,0.035724346
2006-03-01 06:00:00,0.05285759
2006-04-01 06:00:00,0.04874554
2006-05-01 06:00:00,0.053356554
2006-06-01 06:00:00,0.018778993
2006-07-01 06:00:00,0.02241745
2006-08-01 06:00:00,0.020482924
2006-09-01 06:00:00,0.033547785
2006-10-01 06:00:00,0.025872707
2006-11-01 06:00:00,0.047765356
2006-12-01 06:00:00,0.039652735
2007-01-01 06:00:00,0.025084525
2007-02-01 06:00:00,0.013501283
2007-03-01 06:00:00,0.025343701
2007-04-01 06:00:00,0.046953965
2007-05-01 06:00:00,0.048158266
2007-06-01 06:00:00,0.042391967
2007-07-01 06:00:00,0.02279768
2007-08-01 06:00:00,0.02872219
2007-09-01 06:00:00,0.035404395
2007-10-01 06:00:00,0.04236183
2007-11-01 06:00:00,0.05700226
2007-12-01 06:00:00,0.035258487
2008-01-01 06:00:00,0.024178885
2008-02-01 06:00:00,0.02241509
2008-03-01 06:00:00,0.056925397
2008-04-01 06:00:00,0.043919563
2008-05-01 06:00:00,0.024384689
2008-06-01 06:00:00,0.01361847
2008-07-01 06:00:00,0.028269954
2008-08-01 06:00:00,0.033007525
2008-09-01 06:00:00,0.031395722
2008-10-01 06:00:00,0.04393997
2008-11-01 06:00:00,0.038062375
2008-12-01 06:00:00,0.015427846
2009-01-01 06:00:00,0.035196595
2009-02-01 06:00:00,0.048032366
2009-03-01 06:00:00,0.051724248
2009-04-01 06:00:00,0.056676295
2009-05-01 06:00:00,0.03547764
2009-06-01 06:00:00,0.03316584
2009-07-01 06:00:00,0.018442154
2009-08-01 06:00:00,0.034787178
2009-09-01 06:00:00,0.043959808
2009-10-01 06:00:00,0.04578209
2009-11-01 06:00:00,0.06775665
2009-12-01 06:00:00,0.043970782
